"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","B3",0.0722291659789764
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","B3",-6.75102868741225
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","B4",19.0164456068683
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","B4",0.540218217935107
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","B4",5.7376247659652
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","B4",15.1687845220305
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","B4",6.00383785190401
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","B4",0.604260617679198
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","B4",5.30933479825495
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","B4",0.793639291472914
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","B4",-0.465289306982208
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","B4",-8.8309662130446
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","B4",-3.34956223448073
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","B4",13.2498123467087
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","B4",2.92382045845354
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","B4",10.0254890558538
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","B4",-8.5060042031802
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","B4",-1.58674664438828
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","B4",-5.41221892903455
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","B5",17.4904978230005
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","B5",-1.15699739688483
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","B5",4.78847559016891
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","B5",14.6368623569584
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","B5",6.43956084077022
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","B5",-0.713506063226232
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","B5",4.02359979831854
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","B5",0.610219768880826
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","B5",-0.857759030075789
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","B5",-8.48166924739617
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","B5",-2.65027485629623
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","B5",13.0051079825827
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","B5",3.14047608162127
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","B5",9.68837417547137
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","B5",-8.38190998488214
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","B5",-1.19293641514094
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","B5",-4.33606092406463
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","B6",13.4374393090275
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","B6",-7.43992838154279
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","B6",2.19734961469471
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","B6",14.0077193181902
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","B6",8.03393824639849
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","B6",-4.48336651550314
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","B6",-0.941468400967427
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","B6",-0.630878145265179
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","B6",-1.56152939314957
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","B6",-9.21566553261568
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","B6",-2.3674278462774
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","B6",11.1893322387052
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","B6",4.06260835249526
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","B6",8.05551150724151
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","B6",-8.59227820004482
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","B6",-0.363088424231228
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","B6",-0.685170523464584
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","B7",13.4128735830799
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","B7",-7.49114726532011
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","B7",2.1764940860733
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","B7",14.0016049165231
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","B7",8.04744533107182
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","B7",-4.51179930190172
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","B7",-0.989531682658384
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","B7",-0.645306689331315
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","B7",-1.56728840367836
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","B7",-9.23234721438605
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","B7",-2.37548843050344
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","B7",11.1708714108985
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","B7",4.06388413448275
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","B7",8.02473627869153
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","B7",-8.60636631981557
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","B7",-0.37103316016287
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","B7",-0.654370619090483
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","D0",4.80844264966229
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","D0",-15.4961098482858
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","D0",0.0145183594452369
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","D0",15.9977930281246
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","D0",5.64585955487367
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","D0",-4.43002782461276
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","D0",-3.25026033270482
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","D0",-3.76631156447416
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","D0",-5.26482767159416
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","D0",-3.33262403686211
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","D0",5.05548773828159
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","D0",11.7033977485388
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","D0",6.45379928517222
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","D0",7.32606360888457
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","D0",-9.60771710274063
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","D0",-4.46243224411385
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","D0",2.67137746211545
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E1",2.48481778689797
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E1",-9.76109744967396
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E1",-1.18020596173005
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E1",21.5388193806409
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E1",8.28340559866094
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E1",-2.1817130694479
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E1",-1.51917904216107
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E1",-3.29999563301594
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E1",-8.1828006190557
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E1",-4.89117417789886
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E1",4.36099044663292
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E1",14.9243746710709
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E1",4.41501755454594
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E1",5.68116908467258
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E1",-8.76926928436542
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E1",-3.74633132645147
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E1",3.35436532753419
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E2",0.886625290584542
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E2",-4.88938723958556
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E2",-2.68356900520048
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E2",23.8913655942029
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E2",9.11375834386625
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E2",-2.60539392838397
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E2",-0.476992944014354
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E2",-4.26084595265887
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E2",-12.6226183679684
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E2",-5.61630867983871
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E2",4.5436620475793
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E2",12.8478540622759
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E2",4.27193503360248
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E2",3.052065649054
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E2",-9.30912781330371
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E2",-4.128610665735
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E2",5.36366697103396
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E3",3.62047342193026
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E3",-1.98403159126269
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E3",-5.16136343062907
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E3",26.5089713270619
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E3",9.16234216059086
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E3",-3.50782161842292
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E3",0.989369908691895
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E3",-3.72316286567907
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E3",-13.2673989348279
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E3",-7.9345221221786
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E3",3.08453713333416
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E3",10.0425642943435
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E3",1.59879497056836
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E3",4.1291792398505
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E3",-8.645175937225
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E3",-3.42140457910238
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E3",7.0736875984214
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E4",6.61885512260121
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E4",0.00939401337769485
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E4",-2.92632494766496
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E4",26.5734422868113
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E4",7.44696261182178
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E4",-2.47435401919859
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E4",3.77072158901368
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E4",-1.15624017306671
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E4",-11.6013065502463
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E4",-7.55746524970906
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E4",7.0484474200136
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E4",8.59862079064961
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E4",1.21404267657623
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E4",5.96307330016388
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E4",-6.67269363873944
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E4",-1.4558374063835
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E4",5.52165369775741
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E5",4.93090060890278
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E5",-2.15621200557882
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E5",-0.464068428232411
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E5",17.8634539871047
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E5",7.3995524462052
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E5",0.515541220738713
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E5",1.83692522471777
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E5",-0.671131999923069
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E5",-9.37360216615429
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E5",-7.77097842478517
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E5",7.74477914589233
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E5",9.37333432644731
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E5",4.09412267258913
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E5",5.02790560799729
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E5",-9.50017513687513
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E5",-5.61351634157192
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E5",2.94225970828486
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","E6",6.06256333178323
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","E6",-2.71686443997943
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","E6",-0.160983520407865
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","E6",21.9895370336535
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","E6",9.33097482826606
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","E6",2.79678863349613
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","E6",-0.619898531062613
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","E6",0.134574750217631
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","E6",-7.44327514515276
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","E6",-8.89940507622726
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","E6",4.04240251167689
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","E6",15.85656661298
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","E6",7.77863857526546
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","E6",10.12887174591
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","E6",-2.33816498530786
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","E6",-0.0999835138538852
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","E6",1.88091764479283
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","F0",20.9300800253101
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","F0",7.58464807713402
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","F0",8.90115556653266
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","F0",13.9972231163416
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","F0",2.7459041113219
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","F0",4.71878671482417
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","F0",10.7321632752291
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","F0",2.74422463673183
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","F0",1.54327690908849
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","F0",-7.19413811035932
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","F0",-4.06899435508294
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","F0",14.148372883765
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","F0",2.16938349200628
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","F0",11.1372978600513
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","F0",-9.01751104194245
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","F0",0.243208963121755
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","F0",-1.73846436070582
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","F1",24.5321723236396
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","F1",7.16327080357553
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","F1",8.4106954705284
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","F1",15.1377149211853
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","F1",3.77675308073229
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","F1",5.4750957328537
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","F1",11.3808629656258
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","F1",3.33650513164072
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","F1",0.416226226967087
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","F1",-6.37929649732674
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","F1",-3.77395519812762
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","F1",17.5885221832525
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","F1",3.00169763465936
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","F1",11.4570342963624
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","F1",-7.45645293114414
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","F1",2.27592040343214
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","F1",-4.61681095765376
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","F2",21.3044854435906
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","F2",6.19996702987942
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","F2",16.3221829054354
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","F2",13.409864388057
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","F2",7.38492865526248
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","F2",10.9856851606845
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","F2",9.63634619813731
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","F2",1.42005308560946
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","F2",1.40428819921117
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","F2",-8.69370146637575
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","F2",-8.82581959893954
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","F2",18.1279720544995
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","F2",1.39773637400753
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","F2",10.8570303406001
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","F2",-7.10711323622955
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","F2",11.9453258572981
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","F2",-8.05152869717612
