"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","N8",9.31948730140271
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","N8",-1.68545504266008
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","N8",-6.63377719181684
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","N8",5.48043075789626
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","N8",-4.28646562158961
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","N8",0.788778119190492
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","N8",-10.9738001618698
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","N8",-6.92723207591326
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","N8",-6.0678293663916
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","N8",-0.066833008787881
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","N8",8.53125034232301
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","N8",16.635756302353
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","N8",40.896124904514
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","N8",8.71584637160254
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","N8",-18.599408076831
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","N8",-20.2106943184177
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","N8",-9.27725278570658
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O0",-10.8135575643171
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O0",-5.95792313989939
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O0",-8.29608509920979
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O0",-18.0208630630477
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O0",-15.2736401453693
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O0",-1.7674586338394
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O0",-20.7341574796916
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O0",-4.54688797502297
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O0",-26.4336158986742
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O0",-14.7894114811926
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O0",-32.2056582411983
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O0",-28.7189198685547
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O0",-29.839175950228
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O0",-22.2558730317965
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O0",-14.9042932553345
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O0",-11.2646064622571
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O0",-11.7182425050238
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O1",-11.228335407909
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O1",-4.12684290603461
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O1",-8.2232516316659
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O1",-18.1266301296901
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O1",-11.9619385995902
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O1",-0.211761007304689
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O1",-19.8867153446872
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O1",-0.604211725752557
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O1",-26.6117534886877
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O1",-15.9545091018205
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O1",-32.9310044287538
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O1",-28.2184810469862
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O1",-34.1226696648272
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O1",-21.663871969015
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O1",-14.7399743769859
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O1",-14.3935497144621
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O1",-9.5031516747665
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O2",-11.0466489838238
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O2",-4.09197623204439
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O2",-10.6450132288313
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O2",-5.05023112765763
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O2",7.2132368008528
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O2",-4.28412292359317
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O2",-17.9581634942126
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O2",-7.2614006121938
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O2",-34.7155505277897
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O2",-10.2678587204087
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O2",-15.5046743636728
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O2",-17.1155640067013
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O2",-17.284211164345
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O2",-17.6980083565846
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O2",-31.4798919945495
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O2",-21.5892771507028
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O2",-20.5815152070471
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O3",1.91554601262351
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O3",-8.32030506569923
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O3",-0.557932233917846
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O3",0.82831474035221
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O3",3.69035094919694
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O3",-8.75988258830961
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O3",-13.7411071026373
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O3",-7.50957382454005
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O3",-7.47455573324702
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O3",3.2165319176779
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O3",-2.8327371806606
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O3",0.422779191662914
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O3",-0.877672606316715
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O3",-4.59325188869348
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O3",-19.8584655413849
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O3",-23.3781010120708
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O3",-26.6598815522747
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O4",-6.02339704305695
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O4",-6.49336676951259
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O4",-3.19088852023055
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O4",-1.37188327323405
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O4",-0.145085242435605
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O4",-5.6713220500295
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O4",-13.8066980957269
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O4",-4.09653015331776
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O4",-12.7950893912086
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O4",-6.44132839829864
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O4",-13.9545623108122
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O4",-4.85574548441243
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O4",-5.1676976633523
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O4",-12.4380295139716
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O4",-24.8880653216983
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O4",-22.1798466127428
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O4",-22.7344823838761
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O5",-3.00269887109255
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O5",-2.12999699882046
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O5",-0.264979310543878
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O5",1.18309585423595
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O5",4.86269533151125
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O5",-1.98464878833899
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O5",-8.36562934386522
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O5",-4.83658011677519
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O5",-13.0206123015252
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O5",1.06574975067779
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O5",-6.2046682658606
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O5",0.140506298637089
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O5",3.10130470488708
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O5",-6.68315498702921
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O5",-29.315011245276
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O5",-25.3487984050377
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O5",-22.117011630518
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O6",-7.91953986893844
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O6",-3.9015092352923
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O6",-8.60432232420121
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O6",-1.06865972476444
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O6",8.90425018632925
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O6",-3.41387614920808
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O6",-17.2573807376731
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O6",-10.8523825990249
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O6",-32.1915247523247
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O6",-3.81903010597731
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O6",-8.32195834039126
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O6",-12.4997974898414
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O6",-4.8543216748501
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O6",-9.5396430738399
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O6",-30.1745639873123
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O6",-20.1059430341488
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O6",-22.3522199662257
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O7",3.10303929515441
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O7",-8.35366515947061
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O7",-0.552537467139491
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O7",-1.71873753604019
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O7",0.42123310213289
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O7",-0.546975600539168
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O7",-10.6115246665937
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O7",-10.0203912928012
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O7",-9.26568454163772
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O7",1.99240777694056
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O7",-5.70811031882115
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O7",3.78320159225347
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O7",3.96847483380003
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O7",1.09773047849921
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O7",-23.1990618983147
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O7",-18.9509962064423
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O7",-24.7273564566421
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O8",-0.0177500057859326
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O8",-0.795892303444812
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O8",1.78234778220887
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O8",5.3112059394701
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O8",5.9200935598952
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O8",-0.695105943356966
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O8",-6.67997388897935
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O8",-3.6303541020918
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O8",-14.4545618124614
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O8",2.5079394079196
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O8",0.297135242419255
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O8",2.1235191862528
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O8",7.95196722322209
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O8",-1.11362912261797
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O8",-25.6352656369439
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O8",-22.3493237720361
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O8",-18.7090644228052
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","O9",1.19976991975879
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","O9",-6.89251773661945
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","O9",1.37127064457629
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","O9",12.6072583266131
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","O9",9.32856030995335
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","O9",-2.81730790037343
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","O9",-14.6947034186031
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","O9",-12.2380044549314
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","O9",-17.4142162873332
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","O9",6.45957954362733
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","O9",0.597182143845898
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","O9",4.26431336032207
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","O9",19.7939493664447
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","O9",9.26622219551989
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","O9",-27.6306346122509
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","O9",-18.5438937109303
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","O9",-15.6274028451219
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","P0",2.5335527659313
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","P0",-10.5292527223883
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","P0",-3.91612517043448
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","P0",-3.54000897605634
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","P0",-3.30199960634429
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","P0",-0.626854445432856
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","P0",-13.6259031021044
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","P0",-8.03074700981825
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","P0",-9.23233381725166
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","P0",-4.94885775740641
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","P0",-10.7659322472941
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","P0",-2.45381988079991
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","P0",6.97988747442395
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","P0",5.31273801484333
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","P0",-24.2616686567512
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","P0",-12.0427397958895
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","P0",-20.1105735077428
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","P1",1.16896424875159
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","P1",-5.5429709843238
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","P1",-1.0723437192367
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","P1",-3.01145078840752
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","P1",0.331829779108284
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","P1",0.691272734022985
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","P1",-9.65769559362397
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","P1",-4.3592655653609
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","P1",-9.32474823680476
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","P1",-4.98296872994634
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","P1",-9.3964495608064
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","P1",2.56039629589484
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","P1",9.43314420540244
"GWL-30","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","P1",2.81352052099644
"GWL-30","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","P1",-25.790974460552
"GWL-30","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","P1",-15.0723994117296
"GWL-30","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","P1",-20.1885899674766
"GWL-30","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","P2",0.453697217905513
"GWL-30","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","P2",-1.59764749276874
"GWL-30","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","P2",2.85304615989719
"GWL-30","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","P2",5.53689524957464
"GWL-30","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","P2",6.99219512213729
"GWL-30","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","P2",-0.761341731092802
"GWL-30","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","P2",-6.50879338489079
"GWL-30","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","P2",1.51440353889547
"GWL-30","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","P2",-14.7422738584516
"GWL-30","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","P2",3.16638600563481
"GWL-30","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","P2",1.39439005521917
"GWL-30","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","P2",5.863604163502
"GWL-30","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","P2",12.0655937524984
