ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
L5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.231082033841675,3912.9
L8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.19436199074977,3666.97
L7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.248898554975996,1311.67
D0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.222791602120522,1133.29
L9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.214614442405549,1483.68
L0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.308454298034484,4402.03
L2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.208254025411909,3217.75
L1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.19847643357318,1840.6
K3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.209593522474671,5604.72
K2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.273185257205719,8744.54
K5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.19027378318678,6822.06
K4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.159108567148166,10007.58
K7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.212840568497075,3446.26
K6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.180968893006999,7121.46
O1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.397647495060265,4131.8
O0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.410425745671842,5818.12
O3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.411683729325444,5301.03
O2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.423717870289904,5193.2
O5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.438617962342824,5960.67
O4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.474798062529039,4490.53
F6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.152106444430528,7320.53
W1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.185006351808171,3063.94
F5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.208703538809122,5514.57
W0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.157673812181069,2711.46
W3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.396719995763168,2497.41
W2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.256637001906368,3619.5
F7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.161690515761798,1105.04
N6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.220009131221428,770.63
N5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.231892953540289,403.72
N8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.248501371802808,1300.74
N7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.20892074995942,590.11
F0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.182580787096294,3971.64
F2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.116845800455155,1712.15
F1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.198298783812604,4595.06
F4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.0766859687866718,9621.44
F3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.173566729561912,10835.87
N0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.321047752010199,1074.69
N2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.304298420508386,619.39
N1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.313090314553522,752.6
N4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.217669885464591,1215.52
N3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.275674612838371,1973.03
V6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.3933645936282,2136.99
V5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.402287258121301,5731.3
V7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.393418809253557,3702.39
E5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.216245045365173,3208.7
V0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.234515608371102,3444.74
E4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.216849992528663,2242
V2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.346025862465119,3759.62
E6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.166466050953435,6568.99
V1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.373962891449666,5949.32
V4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.346114793745819,4936.32
V3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.28703398608504,5190.89
M5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.16060130405127,1855.87
M4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.155695275311711,233.31
M7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.23296266223417,2355.95
M6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.246430858570277,2539.61
M8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.296747860883023,2581.19
E1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.196796318120126,2658.4
E3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.18741023968643,2825.43
Q1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.4254608930748,1585.53
E2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.18285997690693,1209.69
Q0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.448874835186997,2461.06
Q3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.415241906223693,2194.24
Q2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.39392915183762,3146.1
Q5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.419265789140323,1425.1
Q4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.338544205295374,1368.2
Q7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.415101491597619,1534.31
Y9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.42161627013865,2891.97
Q6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.382665661165428,1089.34
Y8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.462823948407983,2698.61
Y1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.373387834213676,5326.53
Y0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.312652448274244,5199.28
Y3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.510485586846849,3125.25
Y2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.439811633372743,4403.45
H7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.218768818803592,628.02
Y5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.35753336407943,4495.86
Y4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.287869961065869,4636.41
Y7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.441149161544765,3133.22
Y6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.305559323643196,3977.39
P8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.295755560828323,1037.04
P7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.2529878688055,2798.82
H0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.187067523855243,4977.37
P9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.311670608502786,594.17
H2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.147202536087621,4017.04
H1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.180556765899529,7940.09
H4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.147701258441612,6017.36
H3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.191044477234229,4070.19
H6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.187857332935956,2312.37
P0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.288975959627162,3288.88
H5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.237269565724383,2035.43
P2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.318234634310971,3067.22
P1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.323550557001841,3300.37
P4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.352110498391054,1281.93
P3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.334364606928268,2448.69
P6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.318131604024461,3746.82
P5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.305071569584788,2393.78
X0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.18319850409714,4831.02
X2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.29905611371754,2297.71
G7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.204149043134336,479.97
X1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.336082577711344,4602.76
G6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.205253695380467,456.42
X3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.396258156643288,2639.98
O7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.312863846197207,5705.78
O6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.415797348786908,7251.55
O9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.315035959868868,6511.54
O8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.361124704593839,5820.81
G1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.171772834490598,345.94
G0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.151348418961763,765.17
G3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.19786088426029,228.18
G2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.187511182337814,1034.43
G5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.191422029661696,246.4
S3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.337676421408111,1529.96
G4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.196826732902892,300.06
S2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.351514050508766,2028.55
S5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.406729792629969,369.87
S4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.358655121702995,1556.7
S6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.392389862547882,276.97
S9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.407516096247954,73.83
K1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.204391354632552,11061.51
K0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.267806594222209,7272.23
S1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.230838774837623,2790.41
S0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.215789103898185,1910.73
J9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.335118128010548,1525.76
B2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.145456320262963,1438.55
B1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.150967065647552,1321.05
B4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.193929088965442,1652.17
B3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.182735153396367,945.43
B6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.224706319812286,89.89
B5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.206150048706649,1446.48
J2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.341799815298975,1956.41
B7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.197818590713777,470.24
J1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.332759015749264,2963.99
J4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.344042295818572,2858.66
J3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.319475547424456,4248.04
J6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.37537667258563,1618.75
J5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.327176075552805,2612.19
J8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.337488680158528,3604.79
R2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.219559080684999,1191.39
J7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.275640374249674,5706.93
B0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.170684218411301,446.6
R1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.244027118503676,1460.15
R4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.200735724359931,880.76
R3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.201182586691088,1496.84
R6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.207742421683967,1327.03
R5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.227788362796992,1377.87
R8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.237321884173959,54.96
J0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.295674632521538,2770.78
R7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.198127916309928,771.57
A9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.112612835767263,3836.21
A8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.143577954499805,2078.69
R0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.243229673581044,1347.63
I9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.295519336696311,1107.13
Z4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.312126696109772,19.33
A1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.171988076857121,1807.57
I8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.308403117661584,476.91
A0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.149555912802107,894.59
Z6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.228308297219352,177.96
A3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.0903611331843941,2548.93
Z5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.327523876669558,261.57
Z8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.379085605470497,29.09
A2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.133523867966862,2952.76
A5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.108267288615846,1929.62
A4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.22143140606284,1783.78
Q9,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.385088919919619,1028.41
A7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.122132253066068,2670.23
A6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.187624420032389,3091.91
Q8,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.388457329497379,1082.74
I1,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.223548415033262,1809.45
I0,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.222834148746021,1308.03
I3,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.243333465251952,543.24
I2,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.247906028295029,2970.59
I5,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.282124414148253,1468.12
I4,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.280735000571749,2069.33
I7,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.294540434020411,1113.63
I6,RR,seas-JJA,GWL-30,EC-EARTH,HadREM3-GA7,-0.296438788252286,1261.29
M1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.173912405739063,8294.27
M0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.205440476773528,7963.25
M3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.258373392959254,5837.92
M2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.203328760085939,20.6
U4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.184346200177739,4014.05
U1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.141816573910585,5793
U0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.125897655237989,6186.06
U3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.192776903190603,5720.16
U2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.156959046733031,7728.47
L4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.237421489900372,3884.86
L3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.289326273160927,818.31
L6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.296353429678525,1772
L5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.261682604656271,3912.9
L8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.293313619750293,3666.97
L7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.296054377373882,1311.67
D0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.148905503301435,1133.29
L9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.237054629108038,1483.68
L0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.228144007643814,4402.03
L2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.326078652571921,3217.75
L1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.282351433142355,1840.6
K3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.138578312734812,5604.72
K2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.162234919632234,8744.54
K5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.199845698413508,6822.06
K4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.213376972236273,10007.58
K7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.278754661474179,3446.26
K6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.258011062518065,7121.46
O1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.123391432073396,4131.8
O0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.149721602290785,5818.12
O3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.190248875820925,5301.03
O2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.181107741062291,5193.2
O5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.212847324840165,5960.67
O4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.184666898990994,4490.53
F6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.121404679323005,7320.53
W1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.175568828214354,3063.94
F5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.164487227072158,5514.57
W0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.170992000445063,2711.46
W3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.214473096898392,2497.41
W2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.178186330682523,3619.5
F7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.145187464814312,1105.04
N6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.320404218302104,770.63
N5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.315610170936079,403.72
N8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.339829916602439,1300.74
N7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.314169000765768,590.11
F0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.173026537719409,3971.64
F2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.122476855626281,1712.15
F1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.173890142034878,4595.06
F4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.13956235382984,9621.44
F3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.170722737811893,10835.87
N0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.297754065183099,1074.69
N2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.280725666958008,619.39
N1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.280827120797464,752.6
N4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.315388325859073,1215.52
N3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.288669024111038,1973.03
V6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.184644827910311,2136.99
V5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.233950555914909,5731.3
V7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.235549149958018,3702.39
E5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.157512359660958,3208.7
V0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.173948850487769,3444.74
E4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.168624187626741,2242
V2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.237811346444254,3759.62
E6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.123985301914806,6568.99
V1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.207154651289331,5949.32
V4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.210141465225445,4936.32
V3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.145224960585763,5190.89
M5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.247293000805997,1855.87
M4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.215199308143927,233.31
M7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.289207884463062,2355.95
M6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.270917867779458,2539.61
M8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.305540597235513,2581.19
E1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.164997349844668,2658.4
E3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.152548147134445,2825.43
Q1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.292734255995391,1585.53
E2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.172357225441641,1209.69
Q0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.223984704908841,2461.06
Q3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.294461999930787,2194.24
Q2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.326215691167971,3146.1
Q5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.245481819360378,1425.1
Q4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.123262784658945,1368.2
Q7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.232347149214108,1534.31
Y9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0851687423593713,2891.97
Q6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.18373219564379,1089.34
Y8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.112489231146308,2698.61
Y1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.181867643246155,5326.53
Y0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.211080434076892,5199.28
Y3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.344699991459915,3125.25
Y2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.284328496993,4403.45
H7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.17164120559628,628.02
Y5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.223553702691295,4495.86
Y4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.234164078066336,4636.41
Y7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.122954797099635,3133.22
Y6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.0697441342700138,3977.39
P8,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.303869828948662,1037.04
P7,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.278288037642048,2798.82
H0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.137472184734338,4977.37
P9,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.300671731122369,594.17
H2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.151060326509509,4017.04
H1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.124592746932579,7940.09
H4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.165613118060537,6017.36
H3,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.164408395747117,4070.19
H6,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.161966071961889,2312.37
P0,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.219432862126009,3288.88
H5,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.15306415722318,2035.43
P2,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.293670043223515,3067.22
P1,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.260425057992698,3300.37
P4,RR,seas-JJA,GWL-30,EC-EARTH,RACMO22E,-0.27682619180922,1281.93
