ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
B0,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.36463553709569,446.6
R1,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.31974573054896,1460.15
R4,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.15619282040909,880.76
R3,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.16755473438598,1496.84
R6,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.13645687713623,1327.03
R5,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.05155846639351,1377.87
R8,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.89430415207929,54.96
J0,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.87459157203533,2770.78
R7,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.02804405363705,771.57
A9,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.34747525669508,3836.21
A8,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.35730129656574,2078.69
R0,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.29719089055846,1347.63
I9,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.8708978424176,1107.13
Z4,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.63113403320312,19.33
A1,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.25479028817736,1807.57
I8,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.82824539457907,476.91
A0,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.07428724014412,894.59
Z6,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.87677513289765,177.96
A3,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.22952586838326,2548.93
Z5,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.8508097182662,261.57
Z8,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.07739568892868,29.09
A2,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.20550867983527,2952.76
A5,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.34319951517054,1929.62
A4,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.29870543906792,1783.78
Q9,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.79704884692806,1028.41
A7,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.37877052083906,2670.23
A6,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,2.24914027383849,3091.91
Q8,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.73879247956765,1082.74
I1,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.84725042869469,1809.45
I0,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.90781563540398,1308.03
I3,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.75001938938701,543.24
I2,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.9509010753693,2970.59
I5,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.58922519017082,1468.12
I4,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.71431136110481,2069.33
I7,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.67835949255073,1113.63
I6,TMm,seas-JJA,GWL-20,EC-EARTH,SMHI-RCA4,1.5955093286736,1261.29
M1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.19949535178993,8294.27
M0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.15674001768283,7963.25
M3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.00286385899569,5837.92
M2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.96163895560048,20.6
U4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.64297879641589,4014.05
U1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.57085337291973,5793
U0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.56423290736828,6186.06
U3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.49301698014563,5720.16
U2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.70729722044416,7728.47
L4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.46907965673427,3884.86
L3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.1197586536989,818.31
L6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.16726171224147,1772
L5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.25983058738483,3912.9
L8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.0581412164657,3666.97
L7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.07155689699732,1311.67
D0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.32558829683448,1133.29
L9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03337305387354,1483.68
L0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.41466480449621,4402.03
L2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.08511233624741,3217.75
L1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.11467007970686,1840.6
K3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.61335209999124,5604.72
K2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.77391725606571,8744.54
K5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.5300815972868,6822.06
K4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.38383697658078,10007.58
K7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.22454239371576,3446.26
K6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.35641730436127,7121.46
O1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.4766761197416,4131.8
O0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.49128532255273,5818.12
O3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.75811951814586,5301.03
O2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.24204992875841,5193.2
O5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.55899430351154,5960.67
O4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.50413984288367,4490.53
F6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.49267111312311,7320.53
W1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.21370715324585,3063.94
F5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.56647031906039,5514.57
W0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.2312033533367,2711.46
W3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.88522038030485,2497.41
W2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.19711314177002,3619.5
F7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.45716896802865,1105.04
N6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.87993923061808,770.63
N5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.87532736433138,403.72
N8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.81657899460782,1300.74
N7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.85281109635861,590.11
F0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.62223665190329,3971.64
F2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.49566345547455,1712.15
F1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.58125986545011,4595.06
F4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.46182198524714,9621.44
F3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.57867866481405,10835.87
N0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.78254074855269,1074.69
N2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.78208575191613,619.39
N1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.80246182570045,752.6
N4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.94578808037381,1215.52
N3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.83138768054791,1973.03
V6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.71567734994977,2136.99
V5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.74657968853266,5731.3
V7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.44188258498547,3702.39
E5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03191852230262,3208.7
V0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.14976207984334,3444.74
E4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.90297584085173,2242
V2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.86092827754326,3759.62
E6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.16824924129244,6568.99
V1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.87358606779832,5949.32
V4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.87613868356701,4936.32
V3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.79154171689204,5190.89
M5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.99661283204824,1855.87
M4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.96587458557951,233.31
M7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.90753627799798,2355.95
M6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.92303474122193,2539.61
M8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.84016657212237,2581.19
E1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.18296209538847,2658.4
E3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.05517956360381,2825.43
Q1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.2703774192949,1585.53
E2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.13619095203488,1209.69
Q0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.31314815942552,2461.06
Q3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.18858067659322,2194.24
Q2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.29964483526312,3146.1
Q5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.20741604014501,1425.1
Q4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.8132363138083,1368.2
Q7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.24711054054948,1534.31
Y9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.9318139669433,2891.97
Q6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.62775995370064,1089.34
Y8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.27130111443216,2698.61
Y1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.40809217704405,5326.53
Y0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.50371192026067,5199.28
Y3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.36426323317478,3125.25
Y2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.56729034190702,4403.45
H7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.9468743572452,628.02
Y5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.79166889310902,4495.86
Y4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.625199004047,4636.41
Y7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.01503760683495,3133.22
Y6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.18178073763669,3977.39
P8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03964906192571,1037.04
P7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.08916550743209,2798.82
H0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.36074544760732,4977.37
P9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.05958292689197,594.17
H2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.3668467927573,4017.04
H1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.4687871430648,7940.09
H4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.31831108802503,6017.36
H3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.27325399019356,4070.19
H6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.14845539813727,2312.37
P0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.80251760818021,3288.88
H5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03090862534702,2035.43
P2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.4198023617537,3067.22
P1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.65665572645931,3300.37
P4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.23327084628157,1281.93
P3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.4810118557011,2448.69
P6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.18556672389333,3746.82
P5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.08044532878353,2393.78
X0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.2681061773032,4831.02
X2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.08635421483422,2297.71
G7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.91107159178574,479.97
X1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,3.0149818001387,4602.76
G6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.92880933128654,456.42
X3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.84122651195658,2639.98
O7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.88135073043935,5705.78
O6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.21420077042112,7251.55
O9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.13229476811975,6511.54
O8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.4405223389441,5820.81
G1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.90623214509699,345.94
G0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03337316682846,765.17
G3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.91936227161548,228.18
G2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.94833052057536,1034.43
G5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.82555536180319,246.4
S3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.10808546106914,1529.96
G4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.90238184548403,300.06
S2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.26662701558866,2028.55
S5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.951189839945,369.87
S4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.07686069858713,1556.7
S6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.00981378300607,276.97
S9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.47607633015018,73.83
K1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.55585187220278,11061.51
K0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.81538042440354,7272.23
S1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.03353659310023,2790.41
S0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.943439282355,1910.73
J9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.84935755326095,1525.76
B2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.62655763711575,1438.55
B1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.57190194135141,1321.05
B4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.64113671983387,1652.17
B3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.57474419490152,945.43
B6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.57613614752097,89.89
B5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.51994735810669,1446.48
J2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.69348203167245,1956.41
B7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.54986943498315,470.24
J1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.86162985588893,2963.99
J4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.61200356718752,2858.66
J3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.61643082564179,4248.04
J6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.73600876804159,1618.75
J5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.71388743724219,2612.19
J8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.80049195634805,3604.79
R2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.07978524569892,1191.39
J7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.88536423370292,5706.93
B0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.52139589173958,446.6
R1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.11816051098526,1460.15
R4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.02610929383226,880.76
R3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.02066353190124,1496.84
R6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.92399506591797,1327.03
R5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.9726373909974,1377.87
R8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.72860395254757,54.96
J0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.87190453052783,2770.78
R7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.87907391133049,771.57
A9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.66718541066378,3836.21
A8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.63364825611349,2078.69
R0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.10837287985635,1347.63
I9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.92804135751024,1107.13
Z4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.4813232421875,19.33
A1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.61895357609778,1807.57
I8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.91509121260627,476.91
A0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.47358296929008,894.59
Z6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.7952048451831,177.96
A3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.53311795381029,2548.93
Z5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.67146535971665,261.57
Z8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.50026993582493,29.09
A2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.62890569360891,2952.76
A5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.5646015608371,1929.62
A4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.74807015408829,1783.78
Q9,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.17229324902096,1028.41
A7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.62202159075289,2670.23
A6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.61462599708822,3091.91
Q8,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.10189677120409,1082.74
I1,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.96803283691406,1809.45
I0,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.0450081944319,1308.03
I3,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.9847005643883,543.24
I2,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,2.02170374653233,2970.59
I5,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.72894842271261,1468.12
I4,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.89903528388037,2069.33
I7,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.80459800651278,1113.63
I6,TMm,seas-JJA,GWL-20,HadGEM2-ES,ALADIN63,1.71937848131171,1261.29
M1,TMm,seas-JJA,GWL-20,HadGEM2-ES,CCLM4-8-17,2.3009760362149,8294.27
M0,TMm,seas-JJA,GWL-20,HadGEM2-ES,CCLM4-8-17,2.33749391662578,7963.25
